session_id,site_id,family,label,num_events,duration_seconds,first_path,last_path
site_000_human_0040,site_000,comparison,human,8,61.917757024701054,/site_000/commerce_7/item_003,/site_000/cart
site_000_bot_0041,site_000,linear,bot,19,11.263673007689508,/site_000/,/site_000/commerce_0/item_002
site_000_human_0042,site_000,support_seeking,human,10,141.48182242326442,/site_000/commerce_1/item_004,/site_000/commerce_6
site_000_bot_0043,site_000,linear,bot,15,9.071631324046425,/site_000/,/site_000/faq
site_000_human_0044,site_000,distracted,human,14,364.7374846891057,/site_000/,/site_000/commerce_6/item_009
site_000_bot_0045,site_000,bfs,bot,17,10.248787391065527,/site_000/,/site_000/commerce_7/item_005
site_000_human_0046,site_000,comparison,human,22,206.43870923161666,/site_000/,/site_000/commerce_3/item_005
site_000_bot_0047,site_000,linear,bot,45,29.778948840488614,/site_000/,/site_000/commerce_2/item_003
site_000_human_0048,site_000,goal_oriented,human,11,88.76503308189233,/site_000/,/site_000/commerce_6/item_012
site_000_bot_0049,site_000,deep_harvest,bot,25,15.624675636393548,/site_000/commerce_6/item_011,/site_000/commerce_8/item_006
site_000_human_0050,site_000,support_seeking,human,21,225.00897230430942,/site_000/commerce_4/item_005,/site_000/commerce_7
site_000_bot_0051,site_000,noisy,bot,19,59.38283641814727,/site_000/commerce_1/item_002,/site_000/commerce_4/item_004
site_000_human_0052,site_000,exploratory,human,7,37.69745504586704,/site_000/,/site_000/commerce_3
site_000_bot_0053,site_000,linear,bot,38,21.77040368839003,/site_000/,/site_000/commerce_1/item_005
site_000_human_0054,site_000,comparison,human,24,319.46400664777326,/site_000/,/site_000/commerce_0
site_000_bot_0055,site_000,bfs,bot,19,13.874952366851154,/site_000/,/site_000/commerce_0/item_001
site_000_human_0056,site_000,goal_oriented,human,18,270.73256776937745,/site_000/,/site_000/commerce_7
site_000_bot_0057,site_000,focused,bot,12,8.882069165072547,/site_000/commerce_3,/site_000/commerce_3/item_003
site_000_human_0058,site_000,distracted,human,15,104.71449740670273,/site_000/,/site_000/commerce_0/item_009
site_000_bot_0059,site_000,noisy,bot,28,80.74799322013173,/site_000/commerce_7/item_010,/site_000/commerce_7/item_004
site_000_human_0060,site_000,exploratory,human,18,204.94173012753055,/site_000/,/site_000/commerce_5/item_006
site_000_bot_0061,site_000,bfs,bot,28,18.228875881847966,/site_000/,/site_000/commerce_0/item_010
site_000_human_0062,site_000,goal_oriented,human,21,341.4317614399246,/site_000/,/site_000/commerce_0/item_005
site_000_bot_0063,site_000,focused,bot,17,9.968690649968435,/site_000/commerce_5,/site_000/commerce_5/item_011
site_000_human_0064,site_000,comparison,human,13,99.86875675259077,/site_000/,/site_000/commerce_6
site_000_bot_0065,site_000,deep_harvest,bot,30,19.739674120514948,/site_000/commerce_6/item_011,/site_000/commerce_6/item_010
site_000_human_0066,site_000,comparison,human,15,194.92717602698264,/site_000/,/site_000/commerce_1
site_000_bot_0067,site_000,deep_harvest,bot,46,29.812530271046523,/site_000/commerce_6/item_011,/site_000/commerce_7/item_009
site_000_human_0068,site_000,comparison,human,10,77.89634668526729,/site_000/,/site_000/contact
site_000_bot_0069,site_000,bfs,bot,24,13.52663769224051,/site_000/,/site_000/commerce_0/item_006
site_000_human_0070,site_000,support_seeking,human,7,67.96450644844319,/site_000/,/site_000/commerce_0/item_007
site_000_bot_0071,site_000,noisy,bot,34,101.90829557496885,/site_000/about,/site_000/commerce_1/item_004
site_000_human_0072,site_000,exploratory,human,13,185.72006463983124,/site_000/,/site_000/
site_000_bot_0073,site_000,focused,bot,15,8.520485762483125,/site_000/commerce_7,/site_000/commerce_7/item_012
site_000_human_0074,site_000,comparison,human,27,209.12700805384947,/site_000/commerce_8/item_001,/site_000/commerce_8
site_000_bot_0075,site_000,deep_harvest,bot,25,16.87007288227868,/site_000/commerce_6/item_011,/site_000/commerce_8/item_006
site_000_human_0076,site_000,goal_oriented,human,22,250.49581140154896,/site_000/commerce_2,/site_000/commerce_4/item_007
site_000_bot_0077,site_000,linear,bot,45,27.889944411206603,/site_000/,/site_000/commerce_2/item_003
site_000_human_0078,site_000,distracted,human,28,405.77795283835945,/site_000/,/site_000/commerce_7
site_000_bot_0079,site_000,focused,bot,9,6.259669329198825,/site_000/commerce_2,/site_000/commerce_2/item_007
site_000_human_0080,site_000,goal_oriented,human,11,129.46173782604933,/site_000/commerce_1/item_006,/site_000/commerce_9/item_005
site_000_bot_0081,site_000,noisy,bot,44,198.07267568844742,/site_000/commerce_7/item_001,/site_000/commerce_9/item_011
site_000_human_0082,site_000,exploratory,human,12,130.64386453931093,/site_000/,/site_000/commerce_7/item_005
site_000_bot_0083,site_000,linear,bot,36,20.48891852739999,/site_000/,/site_000/commerce_1/item_003
site_000_human_0084,site_000,support_seeking,human,13,212.01697665168481,/site_000/,/site_000/commerce_0/item_002
site_000_bot_0085,site_000,bfs,bot,30,16.941213870728046,/site_000/,/site_000/commerce_0/item_012
site_000_human_0086,site_000,goal_oriented,human,27,229.35954106360774,/site_000/commerce_6/item_002,/site_000/commerce_3
site_000_bot_0087,site_000,bfs,bot,21,14.104472534409274,/site_000/,/site_000/commerce_0/item_003
site_000_human_0088,site_000,support_seeking,human,27,304.61120822241355,/site_000/,/site_000/commerce_7/item_001
site_000_bot_0089,site_000,bfs,bot,18,8.856179203127532,/site_000/,/site_000/commerce_0/item_000
site_001_human_0000,site_001,goal_oriented,human,20,284.7321374587074,/site_001/,/site_001/about
site_001_bot_0001,site_001,noisy,bot,30,108.14557990509432,/site_001/news_3,/site_001/news_0/item_009
site_001_human_0002,site_001,goal_oriented,human,26,298.40612920199845,/site_001/,/site_001/news_1/item_011
site_001_bot_0003,site_001,deep_harvest,bot,30,18.663567336099444,/site_001/news_0/item_004,/site_001/news_2/item_007
site_001_human_0004,site_001,comparison,human,24,356.0946901351224,/site_001/,/site_001/news_1/item_003
site_001_bot_0005,site_001,dfs,bot,15,6.978284707235286,/site_001/,/site_001/news_0/item_002
site_001_human_0006,site_001,comparison,human,5,39.30353829992171,/site_001/,/site_001/news_4/item_005
site_001_bot_0007,site_001,deep_harvest,bot,22,15.040502118491837,/site_001/news_0/item_004,/site_001/news_0/item_019
site_001_human_0008,site_001,distracted,human,8,132.3634353334391,/site_001/,/site_001/news_0/item_008
site_001_bot_0009,site_001,bfs,bot,38,25.239828580236424,/site_001/,/site_001/news_1/item_002
site_001_human_0010,site_001,distracted,human,24,304.9096039684767,/site_001/news_1/item_013,/site_001/about
site_001_bot_0011,site_001,deep_harvest,bot,24,15.743326793221621,/site_001/news_0/item_004,/site_001/news_2/item_008
site_001_human_0012,site_001,comparison,human,22,266.1696834579043,/site_001/,/site_001/news_1/item_009
site_001_bot_0013,site_001,bfs,bot,18,9.87417260593458,/site_001/,/site_001/news_0/item_003
site_001_human_0014,site_001,exploratory,human,22,429.449461567498,/site_001/,/site_001/news_2
site_001_bot_0015,site_001,focused,bot,17,10.21090986245215,/site_001/news_1,/site_001/news_1/item_004
site_001_human_0016,site_001,exploratory,human,23,266.51454478981765,/site_001/,/site_001/faq
site_001_bot_0017,site_001,focused,bot,17,9.825740248443848,/site_001/news_1,/site_001/news_1/item_004
site_001_human_0018,site_001,goal_oriented,human,28,479.53338872442765,/site_001/,/site_001/news_5/item_007
site_001_bot_0019,site_001,bfs,bot,34,20.779452347673395,/site_001/,/site_001/news_0/item_019
site_001_human_0020,site_001,exploratory,human,13,145.52363185753325,/site_001/,/site_001/news_0/item_008
site_001_bot_0021,site_001,dfs,bot,33,19.594341821445646,/site_001/,/site_001/news_2/item_003
site_001_human_0022,site_001,goal_oriented,human,24,340.5004079156186,/site_001/news_6/item_016,/site_001/news_3/item_012
site_001_bot_0023,site_001,noisy,bot,16,53.14224796118599,/site_001/news_5/item_000,/site_001/news_5
site_001_human_0024,site_001,comparison,human,23,333.25576205704675,/site_001/,/site_001/news_1
site_001_bot_0025,site_001,bfs,bot,40,21.292880050943868,/site_001/,/site_001/news_1/item_004
site_001_human_0026,site_001,goal_oriented,human,13,246.9242618784803,/site_001/,/site_001/contact
site_001_bot_0027,site_001,bfs,bot,24,13.638752740134047,/site_001/,/site_001/news_0/item_009
site_001_human_0028,site_001,distracted,human,20,284.66915099929946,/site_001/news_3/item_004,/site_001/news_0
site_001_bot_0029,site_001,bfs,bot,21,10.815800493830395,/site_001/,/site_001/news_0/item_006
site_001_human_0030,site_001,support_seeking,human,7,115.97147694376946,/site_001/,/site_001/news_2
site_001_bot_0031,site_001,linear,bot,39,25.871347475530598,/site_001/,/site_001/news_1/item_003
site_001_human_0032,site_001,exploratory,human,5,24.594522295096922,/site_001/,/site_001/news_5
site_001_bot_0033,site_001,noisy,bot,35,153.11234414460543,/site_001/news_1/item_007,/site_001/news_0/item_005
site_001_human_0034,site_001,distracted,human,10,132.0163627042213,/site_001/,/site_001/news_5
site_001_bot_0035,site_001,bfs,bot,36,21.497525884040652,/site_001/,/site_001/news_0/item_021
site_001_human_0036,site_001,comparison,human,15,218.3007745125502,/site_001/news_0/item_010,/site_001/news_1/item_009
site_001_bot_0037,site_001,bfs,bot,22,13.499246938155851,/site_001/,/site_001/news_0/item_007
site_001_human_0038,site_001,comparison,human,23,235.84141530441644,/site_001/,/site_001/news_6/item_015
site_001_bot_0039,site_001,focused,bot,14,8.299738674266438,/site_001/news_1,/site_001/news_1/item_014
site_001_human_0040,site_001,distracted,human,17,216.52133810317295,/site_001/news_3/item_013,/site_001/search
site_001_bot_0041,site_001,dfs,bot,26,15.070811266348413,/site_001/,/site_001/news_3/item_000
site_001_human_0042,site_001,support_seeking,human,10,239.18228505449753,/site_001/news_0/item_007,/site_001/news_5/item_005
site_001_bot_0043,site_001,noisy,bot,21,81.39390355153316,/site_001/news_3/item_001,/site_001/news_4/item_014
site_001_human_0044,site_001,distracted,human,6,12.351475901853009,/site_001/,/site_001/news_4
site_001_bot_0045,site_001,bfs,bot,46,23.877582914370997,/site_001/,/site_001/news_1/item_010
site_001_human_0046,site_001,distracted,human,22,312.58341184357147,/site_001/,/site_001/news_1/item_008
site_001_bot_0047,site_001,browser_like,bot,40,194.58146342516704,/site_001/,/site_001/news_3
site_001_human_0048,site_001,distracted,human,8,44.79540230386305,/site_001/,/site_001/news_4/item_001
site_001_bot_0049,site_001,linear,bot,40,27.012725481857732,/site_001/,/site_001/news_1/item_004
site_001_human_0050,site_001,support_seeking,human,17,276.7575158208423,/site_001/news_4/item_017,/site_001/news_4/item_003
site_001_bot_0051,site_001,linear,bot,26,14.724153214325892,/site_001/,/site_001/news_0/item_012
site_001_human_0052,site_001,exploratory,human,6,37.2184200212408,/site_001/,/site_001/news_1/item_005
site_001_bot_0053,site_001,focused,bot,17,10.256356195519565,/site_001/news_1,/site_001/news_1/item_004
site_001_human_0054,site_001,exploratory,human,11,68.91741625245825,/site_001/,/site_001/news_3
site_001_bot_0055,site_001,bfs,bot,30,18.332535069789493,/site_001/,/site_001/news_0/item_015
site_001_human_0056,site_001,comparison,human,24,355.28579580262357,/site_001/news_2/item_009,/site_001/news_6/item_014
site_001_bot_0057,site_001,browser_like,bot,36,152.0215868678204,/site_001/,/site_001/news_6/item_002
site_001_human_0058,site_001,distracted,human,16,239.30621148118144,/site_001/,/site_001/news_6/item_015
site_001_bot_0059,site_001,browser_like,bot,33,125.45140749488233,/site_001/,/site_001/news_6
site_001_human_0060,site_001,goal_oriented,human,17,400.09477378314875,/site_001/,/site_001/news_6/item_021
site_001_bot_0061,site_001,dfs,bot,39,27.392263627720684,/site_001/,/site_001/news_2/item_009
site_001_human_0062,site_001,exploratory,human,12,127.56914415144483,/site_001/news_4/item_011,/site_001/news_3
site_001_bot_0063,site_001,browser_like,bot,14,56.382773994203745,/site_001/,/site_001/news_3/item_005
site_001_human_0064,site_001,comparison,human,16,277.2303388273362,/site_001/,/site_001/news_1
site_001_bot_0065,site_001,linear,bot,34,21.34945374308956,/site_001/,/site_001/news_0/item_020
site_001_human_0066,site_001,comparison,human,16,188.08797338176356,/site_001/,/site_001/news_3
site_001_bot_0067,site_001,deep_harvest,bot,14,7.6042664582736545,/site_001/news_0/item_004,/site_001/news_4/item_014
site_001_human_0068,site_001,support_seeking,human,8,21.465409433458497,/site_001/news_6/item_013,/site_001/news_6
site_001_bot_0069,site_001,bfs,bot,19,11.065260933299372,/site_001/,/site_001/news_0/item_004
site_001_human_0070,site_001,distracted,human,7,37.956520455104645,/site_001/,/site_001/news_3/item_002
site_001_bot_0071,site_001,focused,bot,17,9.61072502666811,/site_001/news_0,/site_001/news_0/item_018
site_001_human_0072,site_001,support_seeking,human,10,108.99804628498082,/site_001/,/site_001/news_0/item_000
site_001_bot_0073,site_001,dfs,bot,24,17.78605505145893,/site_001/,/site_001/news_5/item_006
site_001_human_0074,site_001,exploratory,human,27,441.0669990156548,/site_001/,/site_001/news_3
site_001_bot_0075,site_001,deep_harvest,bot,29,23.009549673558656,/site_001/news_0/item_004,/site_001/news_4/item_013
site_001_human_0076,site_001,distracted,human,18,279.1767452247954,/site_001/,/site_001/contact
site_001_bot_0077,site_001,deep_harvest,bot,33,23.748231707363693,/site_001/news_0/item_004,/site_001/news_2/item_004
site_001_human_0078,site_001,comparison,human,24,461.22324956759934,/site_001/,/site_001/news_4
site_001_bot_0079,site_001,noisy,bot,43,153.55932901358958,/site_001/news_2/item_009,/site_001/news_1/item_002
site_001_human_0080,site_001,comparison,human,26,244.89822549152348,/site_001/,/site_001/news_6/item_005
site_001_bot_0081,site_001,bfs,bot,16,9.690660661025547,/site_001/,/site_001/news_0/item_001
site_001_human_0082,site_001,support_seeking,human,25,538.8342019030478,/site_001/,/site_001/news_2
site_001_bot_0083,site_001,noisy,bot,24,102.69512287958389,/site_001/news_1/item_011,/site_001/news_2/item_008
site_001_human_0084,site_001,distracted,human,17,254.44453478583875,/site_001/news_6/item_007,/site_001/news_3/item_012
site_001_bot_0085,site_001,linear,bot,17,10.157683535032058,/site_001/,/site_001/news_0/item_003
site_001_human_0086,site_001,support_seeking,human,28,481.97506137233273,/site_001/,/site_001/news_1
site_001_bot_0087,site_001,linear,bot,35,22.5346902634855,/site_001/,/site_001/news_0/item_021
site_001_human_0088,site_001,distracted,human,15,164.19324887290517,/site_001/,/site_001/news_2/item_009
site_001_bot_0089,site_001,bfs,bot,21,11.249305059378528,/site_001/,/site_001/news_0/item_006
site_002_human_0000,site_002,exploratory,human,22,238.92163068137017,/site_002/,/site_002/docs_4
site_002_bot_0001,site_002,linear,bot,39,24.474133992569367,/site_002/,/site_002/docs_3/item_005
site_002_human_0002,site_002,goal_oriented,human,25,476.7970363545312,/site_002/docs_1/item_005,/site_002/docs_0/item_003
site_002_bot_0003,site_002,linear,bot,37,22.26225915236723,/site_002/,/site_002/docs_3/item_003
site_002_human_0004,site_002,distracted,human,28,397.05111685883935,/site_002/,/site_002/docs_0/item_005
site_002_bot_0005,site_002,browser_like,bot,40,143.55524176472107,/site_002/,/site_002/docs_3/item_006
site_002_human_0006,site_002,support_seeking,human,19,372.84139056911556,/site_002/,/site_002/docs_5/item_013
site_002_bot_0007,site_002,browser_like,bot,19,97.67105858885297,/site_002/,/site_002/docs_2/item_004
site_002_human_0008,site_002,goal_oriented,human,22,374.094146514852,/site_002/,/site_002/docs_3
site_002_bot_0009,site_002,browser_like,bot,42,186.1487021172739,/site_002/,/site_002/docs_3
site_002_human_0010,site_002,support_seeking,human,19,105.39900563376099,/site_002/docs_2,/site_002/docs_1
site_002_bot_0011,site_002,bfs,bot,27,17.111877959496265,/site_002/,/site_002/docs_2/item_002
site_002_human_0012,site_002,exploratory,human,16,181.579221343057,/site_002/docs_1/item_001,/site_002/faq
site_002_bot_0013,site_002,noisy,bot,14,41.78203925120905,/site_002/docs_5/item_001,/site_002/docs_3/item_010
site_002_human_0014,site_002,comparison,human,9,103.42326477053847,/site_002/docs_5/item_010,/site_002/
site_002_bot_0015,site_002,focused,bot,16,10.884318189311577,/site_002/docs_5,/site_002/docs_5/item_002
site_002_human_0016,site_002,goal_oriented,human,16,121.51842950333042,/site_002/,/site_002/docs_0/item_004
site_002_bot_0017,site_002,deep_harvest,bot,35,22.06989318185071,/site_002/docs_5/item_013,/site_002/docs_3/item_007
site_002_human_0018,site_002,goal_oriented,human,9,104.6692181477786,/site_002/,/site_002/docs_2/item_003
site_002_bot_0019,site_002,dfs,bot,38,22.919470410074062,/site_002/,/site_002/docs_5/item_009
site_002_human_0020,site_002,distracted,human,26,389.0154446068204,/site_002/,/site_002/docs_0
site_002_bot_0021,site_002,bfs,bot,33,20.194252866817227,/site_002/,/site_002/docs_2/item_008
site_002_human_0022,site_002,support_seeking,human,19,193.98950550150505,/site_002/cart,/site_002/
site_002_bot_0023,site_002,bfs,bot,40,27.621153017929792,/site_002/,/site_002/docs_3/item_006
site_002_human_0024,site_002,goal_oriented,human,20,356.07537510255554,/site_002/,/site_002/docs_2
site_002_bot_0025,site_002,browser_like,bot,46,220.1156802045268,/site_002/,/site_002/docs_5/item_010
site_002_human_0026,site_002,goal_oriented,human,20,256.90060888379526,/site_002/,/site_002/docs_4
site_002_bot_0027,site_002,dfs,bot,16,8.498058928527009,/site_002/,/site_002/docs_0/item_004
site_002_human_0028,site_002,comparison,human,12,228.88827570753585,/site_002/,/site_002/docs_3
site_002_bot_0029,site_002,bfs,bot,37,23.190638867439652,/site_002/,/site_002/docs_3/item_003
site_002_human_0030,site_002,distracted,human,28,356.3969449172635,/site_002/docs_3/item_004,/site_002/contact
site_002_bot_0031,site_002,noisy,bot,41,141.01040156953712,/site_002/docs_4/item_005,/site_002/docs_3/item_012
site_002_human_0032,site_002,exploratory,human,28,321.4650411897649,/site_002/,/site_002/docs_0/item_000
site_002_bot_0033,site_002,focused,bot,7,3.476690767952845,/site_002/docs_0,/site_002/docs_0/item_002
site_002_human_0034,site_002,exploratory,human,12,291.0045637419684,/site_002/,/site_002/faq
site_002_bot_0035,site_002,browser_like,bot,17,41.13961332641608,/site_002/,/site_002/docs_1/item_005
site_002_human_0036,site_002,goal_oriented,human,9,103.40300645211748,/site_002/,/site_002/docs_3/item_003
site_002_bot_0037,site_002,browser_like,bot,23,60.44893389026876,/site_002/,/site_002/docs_0/item_001
site_002_human_0038,site_002,exploratory,human,22,304.733730210277,/site_002/,/site_002/docs_3/item_007
site_002_bot_0039,site_002,deep_harvest,bot,31,19.140860756555213,/site_002/docs_5/item_013,/site_002/docs_5/item_000
site_002_human_0040,site_002,support_seeking,human,21,268.01160486926324,/site_002/,/site_002/docs_1
site_002_bot_0041,site_002,focused,bot,11,6.633121320009129,/site_002/docs_4,/site_002/docs_4/item_006
site_002_human_0042,site_002,comparison,human,18,306.1481915886783,/site_002/,/site_002/docs_4/item_006
site_002_bot_0043,site_002,focused,bot,10,6.302706532598679,/site_002/docs_2,/site_002/docs_2/item_008
site_002_human_0044,site_002,goal_oriented,human,9,149.51542797368677,/site_002/docs_0/item_001,/site_002/docs_5/item_004
site_002_bot_0045,site_002,dfs,bot,44,27.143054040947746,/site_002/,/site_002/docs_1/item_003
site_002_human_0046,site_002,support_seeking,human,21,271.21267574396154,/site_002/docs_0/item_000,/site_002/docs_5/item_002
site_002_bot_0047,site_002,noisy,bot,26,72.41193796168906,/site_002/docs_4/item_009,/site_002/docs_2/item_005
site_002_human_0048,site_002,comparison,human,15,170.82019378385996,/site_002/docs_4/item_008,/site_002/docs_2
site_002_bot_0049,site_002,noisy,bot,27,105.8466439517802,/site_002/docs_5,/site_002/docs_5/item_004
site_002_human_0050,site_002,exploratory,human,26,404.6199618865559,/site_002/,/site_002/docs_4/item_003
site_002_bot_0051,site_002,focused,bot,14,7.883898313297612,/site_002/docs_3,/site_002/docs_3/item_001
site_002_human_0052,site_002,comparison,human,13,231.90882512702953,/site_002/,/site_002/faq
site_002_bot_0053,site_002,dfs,bot,26,17.827607870247835,/site_002/,/site_002/docs_4/item_001
site_002_human_0054,site_002,distracted,human,16,303.78819466457503,/site_002/docs_4/item_009,/site_002/docs_5/item_002
site_002_bot_0055,site_002,bfs,bot,25,17.730401590362803,/site_002/,/site_002/docs_2/item_000
site_002_human_0056,site_002,distracted,human,28,387.71503936030535,/site_002/,/site_002/search
site_002_bot_0057,site_002,noisy,bot,32,117.16409212691273,/site_002/docs_5/item_012,/site_002/docs_2/item_002
site_002_human_0058,site_002,exploratory,human,25,174.68768489068918,/site_002/,/site_002/docs_2
site_002_bot_0059,site_002,dfs,bot,14,8.220910882177828,/site_002/,/site_002/docs_0/item_002
site_002_human_0060,site_002,comparison,human,23,157.56136679932027,/site_002/contact,/site_002/docs_2/item_007
site_002_bot_0061,site_002,linear,bot,14,7.480284147319863,/site_002/,/site_002/docs_0/item_001
site_002_human_0062,site_002,distracted,human,11,80.88443481063132,/site_002/,/site_002/docs_5/item_014
site_002_bot_0063,site_002,browser_like,bot,34,161.26036454894825,/site_002/,/site_002/docs_0
site_002_human_0064,site_002,goal_oriented,human,9,57.0119628009881,/site_002/,/site_002/docs_5
site_002_bot_0065,site_002,browser_like,bot,27,88.42342441395124,/site_002/,/site_002/contact
site_002_human_0066,site_002,comparison,human,24,242.6256498324637,/site_002/,/site_002/docs_3/item_004
site_002_bot_0067,site_002,noisy,bot,21,89.80415645126727,/site_002/docs_3/item_002,/site_002/docs_0
site_002_human_0068,site_002,comparison,human,25,369.97949955141775,/site_002/,/site_002/
site_002_bot_0069,site_002,bfs,bot,16,8.530251401058218,/site_002/,/site_002/docs_0/item_003
site_002_human_0070,site_002,support_seeking,human,28,497.98690059452537,/site_002/,/site_002/docs_3/item_002
site_002_bot_0071,site_002,browser_like,bot,16,34.35963069940789,/site_002/,/site_002/docs_0
site_002_human_0072,site_002,support_seeking,human,26,622.852345738703,/site_002/,/site_002/docs_4/item_007
site_002_bot_0073,site_002,dfs,bot,28,20.489864440301055,/site_002/,/site_002/docs_4/item_003
site_002_human_0074,site_002,comparison,human,9,115.58919030408673,/site_002/docs_0/item_002,/site_002/search
site_002_bot_0075,site_002,focused,bot,10,4.962557391614141,/site_002/docs_2,/site_002/docs_2/item_008
site_002_human_0076,site_002,distracted,human,13,62.15882243850794,/site_002/,/site_002/docs_5
site_002_bot_0077,site_002,bfs,bot,34,21.772581990220104,/site_002/,/site_002/docs_3/item_000
site_002_human_0078,site_002,goal_oriented,human,18,167.71279740556668,/site_002/docs_1/item_002,/site_002/docs_2/item_001
site_002_bot_0079,site_002,bfs,bot,38,24.758094835118108,/site_002/,/site_002/docs_3/item_004
site_002_human_0080,site_002,support_seeking,human,15,300.41737607172973,/site_002/docs_2/item_008,/site_002/docs_3
site_002_bot_0081,site_002,browser_like,bot,45,232.02302105299879,/site_002/,/site_002/docs_1
site_002_human_0082,site_002,distracted,human,10,65.70261908182705,/site_002/docs_4/item_008,/site_002/
site_002_bot_0083,site_002,bfs,bot,18,10.390748040351632,/site_002/,/site_002/docs_0/item_005
site_002_human_0084,site_002,distracted,human,19,267.5563202965541,/site_002/,/site_002/docs_3
site_002_bot_0085,site_002,browser_like,bot,29,97.72204619748398,/site_002/,/site_002/docs_2/item_007
site_002_human_0086,site_002,distracted,human,23,405.4446983602763,/site_002/,/site_002/docs_3/item_001
site_002_bot_0087,site_002,noisy,bot,22,59.90912107081566,/site_002/docs_0/item_004,/site_002/docs_1/item_002
site_002_human_0088,site_002,distracted,human,24,226.8861903620801,/site_002/,/site_002/docs_3/item_003
site_002_bot_0089,site_002,linear,bot,24,15.413970211790533,/site_002/,/site_002/docs_1/item_005
