session_id,prefix_len,label,session_length_so_far,unique_nodes,unique_node_ratio,revisit_ratio,repeated_transition_ratio,backtrack_count,self_loop_ratio,mean_depth,leaf_visit_ratio,out_degree_mean,mean_hop_distance,far_jump_ratio,mean_delta_t,std_delta_t,burstiness,low_latency_ratio,category_switch_rate,transition_entropy,normalized_transition_entropy,category_entropy,normalized_category_entropy,node_entropy,normalized_node_entropy,navigation_entropy_score
bot_0002,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.5674731810687479,0.16259757079696255,-0.5545703744974272,0.9473684210526315,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0003,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.6843508612202944,0.07888820002490432,-0.7932804961627598,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0003,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.6477540304865327,0.06955552711490326,-0.8060655225409645,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0003,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.6064194505052024,0.0994653524184294,-0.7181824796157559,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0003,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.617428282189449,0.09006597101671843,-0.7453944802842866,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0003,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.6412157899792924,0.11000448289791348,-0.7071312187127442,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0004,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.32922633281596825,0.16314237211015614,-0.3373162409473842,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0004,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.42115919167204185,0.14854011491516675,-0.47853152286598943,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0004,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.5404847401908294,0.15758563098741624,-0.5485107591046053,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0004,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.5575346895755894,0.16802012985664397,-0.5368506269777814,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0004,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.561609230791234,0.14619108443833798,-0.586914327974207,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0005,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.616298625701448,0.020444322213188038,-0.9357846921425854,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0005,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.6317354471207433,0.08105831449535203,-0.7725616612817401,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0005,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.6557509365201302,0.1273317863859363,-0.6747935239500611,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0005,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.6128177384814081,0.14271082748155095,-0.6222225501171915,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0005,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.6378217154984311,0.160672253308449,-0.5975617610524283,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0006,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.5811929379862477,0.092927250232135,-0.7243006459197421,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0006,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.7038124967375953,0.14392015225025315,-0.6604586306258541,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0006,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.6677394003948705,0.15733113103798907,-0.6186238023438801,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0006,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.6870945185896016,0.16003166679922562,-0.6221774995049366,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0006,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.6319233320308888,0.1815522849733194,-0.5536380410714136,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0007,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.6889266970355163,0.13922166027160304,-0.663776039538837,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0007,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.6213413280677534,0.1681985229217115,-0.5739327844923288,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0007,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.636797437905276,0.169773166417504,-0.5790246619264027,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0007,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.5967506251807915,0.16189137433380207,-0.5732074563828894,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0007,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.6016151527718498,0.14833643431529678,-0.6044106396482374,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0008,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.8118224454970938,0.06687101884880742,-0.847794432160512,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0008,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.6872326224001455,0.13354528746831468,-0.6745884949810187,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0008,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.6880670326847175,0.10678640310467578,-0.7313054248834618,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0008,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.68275973831446,0.13130860449037754,-0.6774015212581308,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0008,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.6325599985756177,0.15437244969492894,-0.6076602253873364,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0009,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.46006830633885304,0.08777090764744905,-0.6795742056915128,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0009,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.5019125731428437,0.08468359306436342,-0.7112712358421719,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0009,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.47478482720649545,0.1483865783546163,-0.5237696176993004,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0009,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.44817026491930056,0.137425120813183,-0.5306482115077229,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0010,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.6046621661947997,0.03396829175908783,-0.8936214477840001,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0010,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.5800592882453941,0.04788452528180884,-0.8474878667477007,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0010,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.5806621485322259,0.12332753986988315,-0.6496325389373027,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0010,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.5800115222078132,0.1257830471636734,-0.6435703740943096,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0010,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.5909441488966422,0.14466871753268706,-0.606671595523036,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0011,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.723417723149486,0.031900159364766145,-0.9155318307609004,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0011,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.6885368199612966,0.04211135897250123,-0.8847287649879525,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0011,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.602782039694823,0.08663609047068732,-0.7486689523239304,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0011,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.601327952490781,0.0791936048776352,-0.7672561463478758,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0011,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.5960126974826,0.1041835716662028,-0.7024160902974987,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0012,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.5728514415482606,0.09118382641928544,-0.7253645075256998,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0012,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.6518448158714663,0.11908691767075055,-0.6910571650136147,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0012,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.637600653628414,0.1617975796963622,-0.5952015579933668,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0012,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.5990917564458746,0.1518464938056329,-0.5955819436424346,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0012,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.594508665686212,0.1661515514910236,-0.5631385795155635,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0013,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.6626376665568279,0.10510897176243539,-0.7261883894599969,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0013,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.6050254147328317,0.10326236131080516,-0.7084169322034346,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0013,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.6937446495080266,0.13404592975050814,-0.676135648051044,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0013,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.6757616492444348,0.17418743004648388,-0.5901226690149437,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0013,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.6544116132603107,0.1705093117769084,-0.5866044693454338,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0014,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.7511469760020915,0.004445399381231452,-0.9882333397581566,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0014,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.7076185682995559,0.04376086135035276,-0.8835186069154374,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0014,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.6392532567175184,0.14233299905468574,-0.6357842835553413,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0014,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.6384228109189692,0.12984015756537096,-0.6619903265114424,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0014,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.6397672292668682,0.12438248227451498,-0.6744552006082151,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0015,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.6473841599361007,0.16785706364132805,-0.5882027091202766,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0015,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.6315631764305802,0.1765999850910807,-0.5629595767306023,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0015,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.5533677783286717,0.14732692203152958,-0.5794832700866889,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0015,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.6300024894087253,0.1573567807532569,-0.6002923018334841,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0015,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.6446381545585527,0.14989078646687218,-0.6226926956910543,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0016,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.6470011550215018,0.053552935146443326,-0.847112632991394,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0016,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.6104144022782338,0.054166877958431704,-0.8369894561606003,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0016,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.6874074046511602,0.11196480029971105,-0.7198681675288116,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
bot_0016,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,5.133333333333334,713.8571428571429,0.7142857142857143,0.6458032785139524,0.1643474827064737,-0.5942792611614717,1.0,0.42857142857142855,3.8073549220576055,1.0000000000000004,1.822815600352516,0.7850439487623072,3.906890595608518,0.9999999999999998,0.8462609871905769
bot_0016,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,4.3,526.2631578947369,0.5263157894736842,0.6259695633454051,0.1653353290391835,-0.5821197856089395,1.0,0.3157894736842105,4.247927513443583,0.9999999999999996,1.6783898247235196,0.7228431528173309,4.321928094887363,1.0,0.7912371039938062
bot_0017,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,6.333333333333333,500.0,0.5,0.5651963409140079,0.10304249708704422,-0.6915997956799931,1.0,1.0,1.0,1.0,1.584962500721156,1.0,1.584962500721156,1.0,0.9249999999999999
bot_0017,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,5.4,749.5,0.75,0.548367500708436,0.07521083589047851,-0.7587766236374113,1.0,1.0,2.0,1.0,2.321928094887362,1.0,2.321928094887362,1.0,0.9624999999999999
bot_0017,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,6.2,888.1111111111111,0.8888888888888888,0.5890898451811649,0.09120046725459055,-0.7318778010286506,1.0,0.5555555555555556,3.169925001442312,1.0,1.7709505944546688,0.7627069065377662,3.321928094887362,1.0,0.8795656155233305
