session_id,timestamp,path,delta_t,label,page_category,referrer,user_agent,status_code
human_0003,64.1052248275098,/support/contact,5.9821497430809565,human,support,/about/careers,Mozilla/5.0,200
human_0003,76.3343625849088,/about/careers,12.229137757398995,human,about,/support/contact,Mozilla/5.0,200
human_0003,83.71283183683308,/support/contact,7.378469251924271,human,support,/about/careers,Mozilla/5.0,200
human_0003,89.87040321971719,/about/careers,6.157571382884109,human,about,/support/contact,Mozilla/5.0,200
human_0004,6.9946681314616885,/,6.9946681314616885,human,home,/,Mozilla/5.0,200
human_0004,12.061805466621513,/products,5.067137335159824,human,products,/,Mozilla/5.0,200
human_0004,17.174740024695478,/,5.112934558073964,human,home,/products,Mozilla/5.0,200
human_0004,17.728005078092124,/support,0.5532650533966477,human,support,/,Mozilla/5.0,200
human_0004,25.06430663111187,/support/faq-5,7.336301553019743,human,support,/support,Mozilla/5.0,200
human_0004,31.00928348575708,/support,5.944976854645211,human,support,/support/faq-5,Mozilla/5.0,200
human_0004,37.395963565879676,/support/faq-5,6.386680080122592,human,support,/support,Mozilla/5.0,200
human_0004,42.387234980241566,/support/contact,4.991271414361892,human,support,/support/faq-5,Mozilla/5.0,200
human_0004,46.701058611802914,/support/faq-5,4.31382363156135,human,support,/support/contact,Mozilla/5.0,200
human_0004,49.22064727583145,/support/contact,2.519588664028542,human,support,/support/faq-5,Mozilla/5.0,200
human_0004,52.534161527896444,/support/faq-5,3.3135142520649894,human,support,/support/contact,Mozilla/5.0,200
human_0005,2.6175884309948043,/,2.6175884309948043,human,home,/,Mozilla/5.0,200
human_0005,6.502439684646028,/support,3.884851253651223,human,support,/,Mozilla/5.0,200
human_0005,10.663014502961992,/support/faq-2,4.160574818315965,human,support,/support,Mozilla/5.0,200
human_0005,14.142313666393045,/support/contact,3.4792991634310524,human,support,/support/faq-2,Mozilla/5.0,200
human_0005,14.70717708027135,/support/faq-2,0.5648634138783057,human,support,/support/contact,Mozilla/5.0,200
human_0005,20.92874676266984,/support/contact,6.22156968239849,human,support,/support/faq-2,Mozilla/5.0,200
human_0005,27.169446064727442,/support/faq-2,6.240699302057603,human,support,/support/contact,Mozilla/5.0,200
human_0005,32.784629169844465,/support/contact,5.615183105117023,human,support,/support/faq-2,Mozilla/5.0,200
human_0005,36.98493652527404,/support/faq-2,4.200307355429569,human,support,/support/contact,Mozilla/5.0,200
human_0005,42.841609602010614,/support/contact,5.856673076736574,human,support,/support/faq-2,Mozilla/5.0,200
human_0005,46.58636752307059,/support/faq-2,3.744757921059979,human,support,/support/contact,Mozilla/5.0,200
human_0005,49.373977748798055,/support/contact,2.787610225727461,human,support,/support/faq-2,Mozilla/5.0,200
human_0005,53.99278530714033,/support/faq-2,4.618807558342274,human,support,/support/contact,Mozilla/5.0,200
human_0005,63.17513211600536,/support/contact,9.182346808865027,human,support,/support/faq-2,Mozilla/5.0,200
human_0005,67.90239829295226,/support/faq-2,4.727266176946901,human,support,/support/contact,Mozilla/5.0,200
human_0005,71.58072552031611,/support/contact,3.678327227363855,human,support,/support/faq-2,Mozilla/5.0,200
human_0005,79.7855745698816,/support/faq-2,8.204849049565494,human,support,/support/contact,Mozilla/5.0,200
human_0005,82.61745245600046,/support/contact,2.831877886118862,human,support,/support/faq-2,Mozilla/5.0,200
human_0005,86.60218524158105,/support/faq-2,3.9847327855805874,human,support,/support/contact,Mozilla/5.0,200
human_0005,90.4192908367352,/support/contact,3.817105595154139,human,support,/support/faq-2,Mozilla/5.0,200
human_0005,99.10864821226758,/support/faq-2,8.68935737553238,human,support,/support/contact,Mozilla/5.0,200
human_0005,105.99559574049434,/support/contact,6.88694752822675,human,support,/support/faq-2,Mozilla/5.0,200
human_0006,3.272876990311153,/,3.272876990311153,human,home,/,Mozilla/5.0,200
human_0006,10.130328122647143,/products,6.8574511323359895,human,products,/,Mozilla/5.0,200
human_0006,15.692343029817588,/,5.562014907170445,human,home,/products,Mozilla/5.0,200
human_0006,20.59315012432727,/blog,4.900807094509683,human,blog,/,Mozilla/5.0,200
human_0006,26.374215458950353,/blog/post-6,5.781065334623085,human,blog,/blog,Mozilla/5.0,200
human_0006,27.295912772881124,/blog,0.9216973139307694,human,blog,/blog/post-6,Mozilla/5.0,200
human_0006,35.90224925018734,/blog/post-4,8.606336477306211,human,blog,/blog,Mozilla/5.0,200
human_0006,36.79117604092638,/products/category-5,0.888926790739041,human,products,/blog/post-4,Mozilla/5.0,200
human_0006,43.47027582351063,/products/category-5/item-5,6.679099782584256,human,products,/products/category-5,Mozilla/5.0,200
human_0006,51.086869829175384,/support/faq-5,7.6165940056647505,human,support,/products/category-5/item-5,Mozilla/5.0,200
human_0006,57.48207407490264,/support/contact,6.395204245727258,human,support,/support/faq-5,Mozilla/5.0,200
human_0006,66.737177272656,/support/faq-5,9.255103197753364,human,support,/support/contact,Mozilla/5.0,200
human_0006,70.43875574094139,/support/contact,3.7015784682853905,human,support,/support/faq-5,Mozilla/5.0,200
human_0006,76.40137069798045,/blog/post-7,5.9626149570390705,human,blog,/support/contact,Mozilla/5.0,200
human_0006,81.17041984757016,/support/contact,4.769049149589706,human,support,/blog/post-7,Mozilla/5.0,200
human_0006,86.58342154185536,/blog/post-7,5.413001694285202,human,blog,/support/contact,Mozilla/5.0,200
human_0006,88.62277545180314,/about,2.039353909947779,human,about,/blog/post-7,Mozilla/5.0,200
human_0006,94.91360762933753,/blog/post-7,6.290832177534404,human,blog,/about,Mozilla/5.0,200
human_0006,97.94463234276792,/blog/post-8,3.0310247134303805,human,blog,/blog/post-7,Mozilla/5.0,200
human_0006,104.67622518527602,/blog/post-7,6.731592842508102,human,blog,/blog/post-8,Mozilla/5.0,200
human_0006,111.89625741211528,/blog/post-8,7.220032226839249,human,blog,/blog/post-7,Mozilla/5.0,200
human_0007,3.8789243399094158,/,3.8789243399094158,human,home,/,Mozilla/5.0,200
human_0007,8.377937785303313,/blog,4.499013445393897,human,blog,/,Mozilla/5.0,200
human_0007,13.951830403587081,/blog/post-6,5.573892618283769,human,blog,/blog,Mozilla/5.0,200
human_0007,20.794592321434642,/blog,6.842761917847561,human,blog,/blog/post-6,Mozilla/5.0,200
human_0007,23.190569290998752,/blog/post-5,2.395976969564109,human,blog,/blog,Mozilla/5.0,200
human_0007,26.821193202913637,/products/category-6,3.630623911914885,human,products,/blog/post-5,Mozilla/5.0,200
human_0007,32.78488782157729,/products/category-5/item-5,5.9636946186636575,human,products,/products/category-6,Mozilla/5.0,200
human_0007,37.73046076284211,/products/category-6,4.945572941264816,human,products,/products/category-5/item-5,Mozilla/5.0,200
human_0007,42.713553007747905,/products/category-6/item-7,4.983092244905794,human,products,/products/category-6,Mozilla/5.0,200
human_0007,45.60473553954909,/products/category-6,2.8911825318011837,human,products,/products/category-6/item-7,Mozilla/5.0,200
human_0007,51.07627639270965,/products/category-6/item-7,5.471540853160564,human,products,/products/category-6,Mozilla/5.0,200
human_0007,55.19075312589093,/support/faq-2,4.1144767331812755,human,support,/products/category-6/item-7,Mozilla/5.0,200
human_0007,58.81741294239474,/products/category-6/item-7,3.6266598165038135,human,products,/support/faq-2,Mozilla/5.0,200
human_0007,64.18726921212061,/support/faq-2,5.369856269725869,human,support,/products/category-6/item-7,Mozilla/5.0,200
human_0007,69.67893127701375,/support/contact,5.4916620648931325,human,support,/support/faq-2,Mozilla/5.0,200
human_0007,74.28995547836952,/support/faq-2,4.611024201355777,human,support,/support/contact,Mozilla/5.0,200
human_0007,77.36006306885663,/support/contact,3.0701075904871056,human,support,/support/faq-2,Mozilla/5.0,200
human_0007,85.46019566047256,/support/faq-2,8.100132591615932,human,support,/support/contact,Mozilla/5.0,200
human_0007,87.98162840750189,/support/contact,2.521432747029317,human,support,/support/faq-2,Mozilla/5.0,200
human_0008,7.2609468017176315,/,7.2609468017176315,human,home,/,Mozilla/5.0,200
human_0008,16.76009553470633,/products,9.4991487329887,human,products,/,Mozilla/5.0,200
human_0008,22.53379755128208,/,5.773702016575751,human,home,/products,Mozilla/5.0,200
human_0008,28.272881593130045,/products,5.739084041847963,human,products,/,Mozilla/5.0,200
human_0008,31.895881860991235,/products/category-5,3.6230002678611912,human,products,/products,Mozilla/5.0,200
human_0008,39.95594986045654,/products/category-5/item-7,8.06006799946531,human,products,/products/category-5,Mozilla/5.0,200
human_0008,47.59125421246687,/products/category-5,7.63530435201033,human,products,/products/category-5/item-7,Mozilla/5.0,200
human_0008,50.60504338393231,/products/category-5/item-5,3.0137891714654366,human,products,/products/category-5,Mozilla/5.0,200
human_0008,55.84585796011865,/products/category-5,5.240814576186342,human,products,/products/category-5/item-5,Mozilla/5.0,200
human_0008,58.4301893833969,/products/category-5/item-5,2.584331423278251,human,products,/products/category-5,Mozilla/5.0,200
human_0008,63.60620048726905,/products/category-5,5.17601110387215,human,products,/products/category-5/item-5,Mozilla/5.0,200
human_0009,6.80082437512368,/,6.80082437512368,human,home,/,Mozilla/5.0,200
human_0009,12.947854511643813,/blog,6.147030136520133,human,blog,/,Mozilla/5.0,200
human_0009,19.544059235362802,/blog/post-7,6.596204723718988,human,blog,/blog,Mozilla/5.0,200
human_0009,23.36876848686872,/products/category-2,3.824709251505919,human,products,/blog/post-7,Mozilla/5.0,200
human_0009,29.05613852260452,/products/category-2/item-1,5.6873700357358,human,products,/products/category-2,Mozilla/5.0,200
human_0009,29.55613852260452,/products/category-2,0.5,human,products,/products/category-2/item-1,Mozilla/5.0,200
human_0009,35.245610615887344,/products/category-2/item-7,5.689472093282822,human,products,/products/category-2,Mozilla/5.0,200
human_0009,37.08131399296494,/products/category-2,1.8357033770775928,human,products,/products/category-2/item-7,Mozilla/5.0,200
human_0009,41.3064650372096,/products/category-2/item-4,4.225151044244662,human,products,/products/category-2,Mozilla/5.0,200
human_0009,45.85995984838698,/products/category-2,4.55349481117738,human,products,/products/category-2/item-4,Mozilla/5.0,200
human_0009,51.050401687991055,/products/category-2/item-7,5.190441839604077,human,products,/products/category-2,Mozilla/5.0,200
human_0009,60.96788763633999,/products/category-2,9.917485948348933,human,products,/products/category-2/item-7,Mozilla/5.0,200
human_0009,63.24600438102875,/products/category-2/item-7,2.2781167446887562,human,products,/products/category-2,Mozilla/5.0,200
human_0009,70.07442803921799,/support/faq-4,6.828423658189249,human,support,/products/category-2/item-7,Mozilla/5.0,200
human_0009,76.13949706320182,/support/contact,6.0650690239838285,human,support,/support/faq-4,Mozilla/5.0,200
human_0009,79.56787814343411,/products/category-3,3.4283810802323025,human,products,/support/contact,Mozilla/5.0,200
human_0009,87.5658842228109,/products/category-3/item-7,7.998006079376774,human,products,/products/category-3,Mozilla/5.0,200
human_0009,89.29805697190605,/support/faq-5,1.7321727490951497,human,support,/products/category-3/item-7,Mozilla/5.0,200
human_0009,94.91490142233462,/support/contact,5.616844450428575,human,support,/support/faq-5,Mozilla/5.0,200
human_0009,100.0418693803186,/support/faq-5,5.126967957983977,human,support,/support/contact,Mozilla/5.0,200
human_0009,105.4273607291434,/products/category-1/item-5,5.385491348824804,human,products,/support/faq-5,Mozilla/5.0,200
human_0009,109.36170355559416,/support/faq-5,3.9343428264507647,human,support,/products/category-1/item-5,Mozilla/5.0,200
human_0010,1.7573758485181181,/,1.7573758485181181,human,home,/,Mozilla/5.0,200
human_0010,6.965189375925423,/products,5.207813527407305,human,products,/,Mozilla/5.0,200
human_0010,10.78723091833442,/products/category-5,3.8220415424089955,human,products,/products,Mozilla/5.0,200
human_0010,18.50811204130599,/products/category-5/item-4,7.720881122971569,human,products,/products/category-5,Mozilla/5.0,200
human_0010,24.9159974754256,/support/faq-4,6.407885434119611,human,support,/products/category-5/item-4,Mozilla/5.0,200
human_0010,31.512330137704506,/products/category-5/item-4,6.596332662278908,human,products,/support/faq-4,Mozilla/5.0,200
human_0010,34.32365829815235,/products/category-5/item-1,2.811328160447846,human,products,/products/category-5/item-4,Mozilla/5.0,200
human_0010,37.49763001759721,/support/faq-1,3.1739717194448556,human,support,/products/category-5/item-1,Mozilla/5.0,200
human_0010,42.429208249083764,/products/category-5/item-1,4.931578231486556,human,products,/support/faq-1,Mozilla/5.0,200
human_0010,48.51654318943935,/products/category-6/item-7,6.087334940355587,human,products,/products/category-5/item-1,Mozilla/5.0,200
human_0011,7.172238862758238,/,7.172238862758238,human,home,/,Mozilla/5.0,200
human_0011,8.524288308717308,/about,1.3520494459590697,human,about,/,Mozilla/5.0,200
human_0011,14.342740212385694,/about/careers,5.818451903668386,human,about,/about,Mozilla/5.0,200
human_0011,18.946941993862396,/support/contact,4.604201781476704,human,support,/about/careers,Mozilla/5.0,200
human_0011,26.10047716819338,/about/careers,7.153535174330982,human,about,/support/contact,Mozilla/5.0,200
human_0011,31.851391833313507,/support/contact,5.7509146651201295,human,support,/about/careers,Mozilla/5.0,200
human_0011,35.830752490124596,/about/careers,3.9793606568110897,human,about,/support/contact,Mozilla/5.0,200
human_0011,38.565827579768026,/support/contact,2.7350750896434306,human,support,/about/careers,Mozilla/5.0,200
human_0011,42.737665367684976,/about/careers,4.171837787916952,human,about,/support/contact,Mozilla/5.0,200
human_0011,46.343017887549244,/support/contact,3.605352519864266,human,support,/about/careers,Mozilla/5.0,200
human_0011,50.839168949270324,/about/careers,4.496151061721081,human,about,/support/contact,Mozilla/5.0,200
human_0011,57.019674970868465,/support/contact,6.180506021598141,human,support,/about/careers,Mozilla/5.0,200
human_0011,62.80101134134086,/about/careers,5.781336370472393,human,about,/support/contact,Mozilla/5.0,200
human_0011,65.37478988740368,/support/contact,2.5737785460628144,human,support,/about/careers,Mozilla/5.0,200
human_0011,70.7862968577842,/about/careers,5.411506970380518,human,about,/support/contact,Mozilla/5.0,200
human_0011,75.58684995169887,/support/contact,4.800553093914669,human,support,/about/careers,Mozilla/5.0,200
human_0011,82.09571180289271,/products/category-2/item-5,6.5088618511938385,human,products,/support/contact,Mozilla/5.0,200
human_0011,86.65333200888804,/support/contact,4.5576202059953275,human,support,/products/category-2/item-5,Mozilla/5.0,200
human_0012,7.632304837685739,/,7.632304837685739,human,home,/,Mozilla/5.0,200
human_0012,16.385562192813467,/support,8.75325735512773,human,support,/,Mozilla/5.0,200
human_0012,20.9236446849775,/support/faq-3,4.538082492164034,human,support,/support,Mozilla/5.0,200
human_0012,26.56618268830297,/products,5.64253800332547,human,products,/support/faq-3,Mozilla/5.0,200
human_0012,31.755117081808542,/products/category-2,5.188934393505573,human,products,/products,Mozilla/5.0,200
human_0012,37.006284647801344,/products,5.251167565992803,human,products,/products/category-2,Mozilla/5.0,200
human_0012,42.19508297286554,/products/category-4,5.1887983250642,human,products,/products,Mozilla/5.0,200
human_0012,48.68512889331922,/products/category-4/item-3,6.490045920453673,human,products,/products/category-4,Mozilla/5.0,200
human_0012,53.35695260577762,/support/faq-2,4.671823712458404,human,support,/products/category-4/item-3,Mozilla/5.0,200
human_0012,55.73684378657285,/products/category-4/item-3,2.379891180795224,human,products,/support/faq-2,Mozilla/5.0,200
human_0012,60.872839034277376,/support/faq-2,5.135995247704528,human,support,/products/category-4/item-3,Mozilla/5.0,200
human_0012,63.93453754451878,/support/contact,3.0616985102414045,human,support,/support/faq-2,Mozilla/5.0,200
human_0012,68.19412825621248,/support/faq-2,4.259590711693702,human,support,/support/contact,Mozilla/5.0,200
human_0012,71.1350753134371,/support/contact,2.9409470572246192,human,support,/support/faq-2,Mozilla/5.0,200
human_0012,76.79675134512975,/support/faq-2,5.661676031692654,human,support,/support/contact,Mozilla/5.0,200
human_0012,79.262163403665,/support/contact,2.4654120585352475,human,support,/support/faq-2,Mozilla/5.0,200
human_0012,82.17525145444274,/support/faq-2,2.9130880507777444,human,support,/support/contact,Mozilla/5.0,200
human_0012,86.55146175741102,/support/contact,4.376210302968273,human,support,/support/faq-2,Mozilla/5.0,200
human_0012,90.56265701859182,/,4.011195261180804,human,home,/support/contact,Mozilla/5.0,200
human_0012,95.05659356299127,/support/contact,4.493936544399447,human,support,/,Mozilla/5.0,200
human_0013,5.0968252138874846,/,5.0968252138874846,human,home,/,Mozilla/5.0,200
human_0013,11.41167420791499,/about,6.314848994027505,human,about,/,Mozilla/5.0,200
human_0013,17.04234176594806,/,5.630667558033071,human,home,/about,Mozilla/5.0,200
human_0013,19.80636500678201,/blog,2.764023240833949,human,blog,/,Mozilla/5.0,200
human_0013,25.943193960657645,/blog/post-5,6.136828953875636,human,blog,/blog,Mozilla/5.0,200
human_0013,34.244694074126855,/blog/post-6,8.301500113469206,human,blog,/blog/post-5,Mozilla/5.0,200
human_0013,40.54317273082207,/blog/post-5,6.2984786566952184,human,blog,/blog/post-6,Mozilla/5.0,200
human_0013,47.712417193632774,/products/category-6,7.169244462810702,human,products,/blog/post-5,Mozilla/5.0,200
human_0013,54.86411384882656,/products/category-6/item-5,7.151696655193792,human,products,/products/category-6,Mozilla/5.0,200
human_0013,57.367764092377435,/products/category-6,2.50365024355087,human,products,/products/category-6/item-5,Mozilla/5.0,200
human_0013,63.39703229965395,/products/category-6/item-6,6.029268207276516,human,products,/products/category-6,Mozilla/5.0,200
human_0013,72.69108128526908,/support/faq-1,9.294048985615124,human,support,/products/category-6/item-6,Mozilla/5.0,200
human_0014,7.775572516211023,/,7.775572516211023,human,home,/,Mozilla/5.0,200
human_0014,15.763002817927706,/products,7.9874303017166834,human,products,/,Mozilla/5.0,200
human_0014,20.754976816188467,/products/category-1,4.991973998260763,human,products,/products,Mozilla/5.0,200
human_0014,22.900726890481298,/products/category-1/item-3,2.14575007429283,human,products,/products/category-1,Mozilla/5.0,200
human_0014,28.43590124500375,/support/faq-5,5.53517435452245,human,support,/products/category-1/item-3,Mozilla/5.0,200
human_0014,31.89481906989743,/products/category-1/item-3,3.45891782489368,human,products,/support/faq-5,Mozilla/5.0,200
human_0014,35.151563646842995,/products/category-5/item-1,3.2567445769455654,human,products,/products/category-1/item-3,Mozilla/5.0,200
human_0014,38.672776759104515,/support/faq-1,3.521213112261521,human,support,/products/category-5/item-1,Mozilla/5.0,200
human_0014,46.37055805186742,/products/category-5/item-1,7.697781292762901,human,products,/support/faq-1,Mozilla/5.0,200
human_0014,49.701985658301105,/support/faq-1,3.3314276064336834,human,support,/products/category-5/item-1,Mozilla/5.0,200
human_0014,55.18873060108873,/products/category-5/item-1,5.4867449427876265,human,products,/support/faq-1,Mozilla/5.0,200
human_0014,58.81746186654993,/support/faq-1,3.6287312654611994,human,support,/products/category-5/item-1,Mozilla/5.0,200
human_0014,61.72531320981458,/support/contact,2.907851343264655,human,support,/support/faq-1,Mozilla/5.0,200
human_0014,64.34225055002098,/support/faq-1,2.6169373402063973,human,support,/support/contact,Mozilla/5.0,200
human_0014,66.94691597084304,/support/contact,2.6046654208220628,human,support,/support/faq-1,Mozilla/5.0,200
human_0014,73.63416028348001,/support/faq-1,6.687244312636973,human,support,/support/contact,Mozilla/5.0,200
human_0014,77.06653852818985,/products/category-4/item-4,3.4323782447098417,human,products,/support/faq-1,Mozilla/5.0,200
human_0014,81.09589564360756,/support/faq-3,4.029357115417708,human,support,/products/category-4/item-4,Mozilla/5.0,200
human_0014,86.33572361135748,/products/category-4/item-4,5.239827967749913,human,products,/support/faq-3,Mozilla/5.0,200
human_0014,89.73967376099968,/support/faq-3,3.4039501496422035,human,support,/products/category-4/item-4,Mozilla/5.0,200
human_0014,94.65061046421512,/products/category-4/item-4,4.910936703215441,human,products,/support/faq-3,Mozilla/5.0,200
human_0015,3.9229766844846825,/,3.9229766844846825,human,home,/,Mozilla/5.0,200
human_0015,9.222813234853561,/blog,5.299836550368879,human,blog,/,Mozilla/5.0,200
human_0015,14.78031051047964,/blog/post-5,5.55749727562608,human,blog,/blog,Mozilla/5.0,200
human_0015,15.893793537584852,/blog,1.113483027105211,human,blog,/blog/post-5,Mozilla/5.0,200
human_0015,20.54872406076269,/blog/post-1,4.654930523177839,human,blog,/blog,Mozilla/5.0,200
human_0015,27.1973110421862,/blog,6.648586981423509,human,blog,/blog/post-1,Mozilla/5.0,200
human_0015,30.024072524672746,/blog/post-3,2.8267614824865475,human,blog,/blog,Mozilla/5.0,200
human_0015,35.78270089540665,/blog,5.758628370733903,human,blog,/blog/post-3,Mozilla/5.0,200
human_0015,44.62127853802673,/blog/post-6,8.838577642620082,human,blog,/blog,Mozilla/5.0,200
human_0015,45.51305284070831,/products/category-1,0.8917743026815863,human,products,/blog/post-6,Mozilla/5.0,200
human_0015,53.69449670730627,/products/category-1/item-7,8.181443866597956,human,products,/products/category-1,Mozilla/5.0,200
human_0016,5.895044127967499,/,5.895044127967499,human,home,/,Mozilla/5.0,200
human_0016,8.667095181369163,/about,2.7720510534016634,human,about,/,Mozilla/5.0,200
human_0016,15.604617065182204,/about/team,6.93752188381304,human,about,/about,Mozilla/5.0,200
human_0016,24.24324425496081,/about/careers,8.638627189778607,human,about,/about/team,Mozilla/5.0,200
human_0016,32.93930723391284,/support/contact,8.696062978952035,human,support,/about/careers,Mozilla/5.0,200
human_0016,41.49840286239964,/about/careers,8.559095628486793,human,about,/support/contact,Mozilla/5.0,200
human_0016,49.074399769993335,/support/contact,7.575996907593694,human,support,/about/careers,Mozilla/5.0,200
human_0016,52.45164983728648,/about/careers,3.3772500672931507,human,about,/support/contact,Mozilla/5.0,200
human_0016,60.060528686803636,/support/contact,7.608878849517155,human,support,/about/careers,Mozilla/5.0,200
human_0016,67.75280060320574,/about/careers,7.692271916402109,human,about,/support/contact,Mozilla/5.0,200
human_0016,71.95481513386927,/support/contact,4.202014530663535,human,support,/about/careers,Mozilla/5.0,200
