source,target,site_id,weight
/story/policy-1,/story/field-2,news_mesh,1
/story/policy-1,/story/research-3,news_mesh,1
/story/policy-2,/topic/policy,news_mesh,1
/story/policy-2,/trending,news_mesh,1
/story/policy-2,/story/security-2,news_mesh,1
/story/policy-2,/story/field-3,news_mesh,1
/story/policy-2,/story/markets-1,news_mesh,1
/story/policy-3,/topic/policy,news_mesh,1
/story/policy-3,/trending,news_mesh,1
/story/policy-3,/story/security-3,news_mesh,1
/story/policy-3,/story/research-1,news_mesh,1
/story/policy-3,/story/markets-2,news_mesh,1
/story/security-1,/topic/security,news_mesh,1
/story/security-1,/trending,news_mesh,1
/story/security-1,/story/field-1,news_mesh,1
/story/security-1,/story/research-2,news_mesh,1
/story/security-1,/story/markets-3,news_mesh,1
/story/security-2,/topic/security,news_mesh,1
/story/security-2,/trending,news_mesh,1
/story/security-2,/story/field-2,news_mesh,1
/story/security-2,/story/research-3,news_mesh,1
/story/security-2,/story/water-1,news_mesh,1
/story/security-3,/topic/security,news_mesh,1
/story/security-3,/trending,news_mesh,1
/story/security-3,/story/field-3,news_mesh,1
/story/security-3,/story/markets-1,news_mesh,1
/story/security-3,/story/water-2,news_mesh,1
/story/field-1,/topic/field,news_mesh,1
/story/field-1,/trending,news_mesh,1
/story/field-1,/story/research-1,news_mesh,1
/story/field-1,/story/markets-2,news_mesh,1
/story/field-1,/story/water-3,news_mesh,1
/story/field-2,/topic/field,news_mesh,1
/story/field-2,/trending,news_mesh,1
/story/field-2,/story/research-2,news_mesh,1
/story/field-2,/story/markets-3,news_mesh,1
/story/field-2,/story/policy-1,news_mesh,1
/story/field-3,/topic/field,news_mesh,1
/story/field-3,/trending,news_mesh,1
/story/field-3,/story/research-3,news_mesh,1
/story/field-3,/story/water-1,news_mesh,1
/story/field-3,/story/policy-2,news_mesh,1
/story/research-1,/topic/research,news_mesh,1
/story/research-1,/trending,news_mesh,1
/story/research-1,/story/markets-1,news_mesh,1
/story/research-1,/story/water-2,news_mesh,1
/story/research-1,/story/policy-3,news_mesh,1
/story/research-2,/topic/research,news_mesh,1
/story/research-2,/trending,news_mesh,1
/story/research-2,/story/markets-2,news_mesh,1
/story/research-2,/story/water-3,news_mesh,1
/story/research-2,/story/security-1,news_mesh,1
/story/research-3,/topic/research,news_mesh,1
/story/research-3,/trending,news_mesh,1
/story/research-3,/story/markets-3,news_mesh,1
/story/research-3,/story/policy-1,news_mesh,1
/story/research-3,/story/security-2,news_mesh,1
/story/markets-1,/topic/markets,news_mesh,1
/story/markets-1,/trending,news_mesh,1
/story/markets-1,/story/water-1,news_mesh,1
/story/markets-1,/story/policy-2,news_mesh,1
/story/markets-1,/story/security-3,news_mesh,1
/story/markets-2,/topic/markets,news_mesh,1
/story/markets-2,/trending,news_mesh,1
/story/markets-2,/story/water-2,news_mesh,1
/story/markets-2,/story/policy-3,news_mesh,1
/story/markets-2,/story/field-1,news_mesh,1
/story/markets-3,/topic/markets,news_mesh,1
/story/markets-3,/trending,news_mesh,1
/story/markets-3,/story/water-3,news_mesh,1
/story/markets-3,/story/security-1,news_mesh,1
/story/markets-3,/story/field-2,news_mesh,1
