session_id,label,client_key,ip,num_events,duration_seconds,unique_paths,unique_path_ratio,mean_delta_t,page_categories,user_agent,manual_label,suspicious_user_agent,weak_bot_score,proposed_label
sess_1d5bbdfa22d8_000,unknown,ip_ua:203.0.113.112|python-requests/2.x,203.0.113.112,20,25.0,19,0.95,1.3157894736842106,4,python-requests/2.x,bot,True,0.75,bot
sess_2a24a053a106_000,unknown,ip_ua:203.0.113.113|python-requests/2.x,203.0.113.113,21,25.0,17,0.8095238095238095,1.25,4,python-requests/2.x,bot,True,0.65,bot
sess_05a5a13f3749_000,unknown,ip_ua:203.0.113.114|python-requests/2.x,203.0.113.114,16,19.0,16,1.0,1.2666666666666666,4,python-requests/2.x,bot,True,0.65,bot
sess_92798a18e763_000,unknown,ip_ua:203.0.113.115|stealth-browser/1.0,203.0.113.115,24,27.0,18,0.75,1.173913043478261,5,stealth-browser/1.0,bot,False,0.1,bot
sess_e9fd53b25c11_000,unknown,ip_ua:203.0.113.116|stealth-browser/1.0,203.0.113.116,26,28.0,24,0.9230769230769231,1.12,5,stealth-browser/1.0,bot,False,0.2,bot
sess_5a085bc87217_000,unknown,ip_ua:203.0.113.117|stealth-browser/1.0,203.0.113.117,15,17.0,15,1.0,1.2142857142857142,4,stealth-browser/1.0,bot,False,0.1,bot
sess_82f25c00c2a3_000,unknown,ip_ua:203.0.113.118|python-requests/2.x,203.0.113.118,26,34.0,24,0.9230769230769231,1.36,5,python-requests/2.x,bot,True,0.75,bot
sess_8d812816389e_000,unknown,ip_ua:203.0.113.119|stealth-browser/1.0,203.0.113.119,17,20.0,17,1.0,1.25,4,stealth-browser/1.0,bot,False,0.1,bot
sess_bb5468427a3c_000,unknown,ip_ua:203.0.113.11|Mozilla/5.0,203.0.113.11,10,47.0,8,0.8,5.222222222222222,3,Mozilla/5.0,human,False,0.0,human
sess_86ecd9ecc5ac_000,unknown,ip_ua:203.0.113.120|stealth-browser/1.0,203.0.113.120,21,25.0,17,0.8095238095238095,1.25,4,stealth-browser/1.0,bot,False,0.1,bot
sess_d9b706a26a63_000,unknown,ip_ua:203.0.113.12|Mozilla/5.0,203.0.113.12,18,79.0,5,0.2777777777777778,4.647058823529412,4,Mozilla/5.0,human,False,0.0,human
sess_fdf4b7a27616_000,unknown,ip_ua:203.0.113.13|Mozilla/5.0,203.0.113.13,20,88.0,9,0.45,4.631578947368421,3,Mozilla/5.0,human,False,0.1,human
sess_0268c88cfc23_000,unknown,ip_ua:203.0.113.14|Mozilla/5.0,203.0.113.14,12,67.0,9,0.75,6.090909090909091,5,Mozilla/5.0,human,False,0.0,human
sess_be5dc61b7b35_000,unknown,ip_ua:203.0.113.15|Mozilla/5.0,203.0.113.15,21,87.0,10,0.47619047619047616,4.35,3,Mozilla/5.0,human,False,0.1,human
sess_8b8fc51881e3_000,unknown,ip_ua:203.0.113.16|Mozilla/5.0,203.0.113.16,11,50.0,8,0.7272727272727273,5.0,3,Mozilla/5.0,human,False,0.0,human
sess_5cfaae646bd6_000,unknown,ip_ua:203.0.113.17|Mozilla/5.0,203.0.113.17,19,108.0,5,0.2631578947368421,6.0,3,Mozilla/5.0,human,False,0.0,human
sess_7ab937d7150a_000,unknown,ip_ua:203.0.113.18|Mozilla/5.0,203.0.113.18,10,53.0,7,0.7,5.888888888888889,4,Mozilla/5.0,human,False,0.0,human
sess_cc4dd8ab9fc4_000,unknown,ip_ua:203.0.113.19|Mozilla/5.0,203.0.113.19,14,63.0,7,0.5,4.846153846153846,3,Mozilla/5.0,human,False,0.0,human
sess_df42fdd826c8_000,unknown,ip_ua:203.0.113.1|Mozilla/5.0,203.0.113.1,18,90.0,10,0.5555555555555556,5.294117647058823,4,Mozilla/5.0,human,False,0.0,human
sess_6865eb3ba9eb_000,unknown,ip_ua:203.0.113.20|Mozilla/5.0,203.0.113.20,20,108.0,5,0.25,5.684210526315789,3,Mozilla/5.0,human,False,0.1,human
sess_d9057007fc44_000,unknown,ip_ua:203.0.113.21|Mozilla/5.0,203.0.113.21,8,41.0,3,0.375,5.857142857142857,2,Mozilla/5.0,human,False,0.0,human
sess_fdf4f7f03d35_000,unknown,ip_ua:203.0.113.22|Mozilla/5.0,203.0.113.22,18,80.0,8,0.4444444444444444,4.705882352941177,4,Mozilla/5.0,human,False,0.0,human
sess_a8a9dda294a0_000,unknown,ip_ua:203.0.113.23|Mozilla/5.0,203.0.113.23,13,71.0,7,0.5384615384615384,5.916666666666667,4,Mozilla/5.0,human,False,0.0,human
sess_5f84d69ddc16_000,unknown,ip_ua:203.0.113.24|Mozilla/5.0,203.0.113.24,14,66.0,9,0.6428571428571429,5.076923076923077,4,Mozilla/5.0,human,False,0.0,human
sess_171628aaa5de_000,unknown,ip_ua:203.0.113.25|Mozilla/5.0,203.0.113.25,17,87.0,7,0.4117647058823529,5.4375,4,Mozilla/5.0,human,False,0.0,human
sess_b893d8d2a883_000,unknown,ip_ua:203.0.113.26|Mozilla/5.0,203.0.113.26,8,36.0,7,0.875,5.142857142857143,3,Mozilla/5.0,human,False,0.0,human
sess_3319bc0b2e4c_000,unknown,ip_ua:203.0.113.27|Mozilla/5.0,203.0.113.27,15,79.0,7,0.4666666666666667,5.642857142857143,4,Mozilla/5.0,human,False,0.0,human
sess_1ac1c0048e1e_000,unknown,ip_ua:203.0.113.28|Mozilla/5.0,203.0.113.28,20,97.0,11,0.55,5.105263157894737,5,Mozilla/5.0,human,False,0.1,human
sess_75182ac4a5db_000,unknown,ip_ua:203.0.113.29|Mozilla/5.0,203.0.113.29,9,37.0,6,0.6666666666666666,4.625,4,Mozilla/5.0,human,False,0.0,human
sess_3fcafc00da3b_000,unknown,ip_ua:203.0.113.2|Mozilla/5.0,203.0.113.2,17,68.0,10,0.5882352941176471,4.25,4,Mozilla/5.0,human,False,0.0,human
sess_389e13414df6_000,unknown,ip_ua:203.0.113.30|Mozilla/5.0,203.0.113.30,9,35.0,7,0.7777777777777778,4.375,4,Mozilla/5.0,human,False,0.0,human
sess_7bb886a8a335_000,unknown,ip_ua:203.0.113.31|Mozilla/5.0,203.0.113.31,18,77.0,12,0.6666666666666666,4.529411764705882,4,Mozilla/5.0,human,False,0.0,human
sess_5b8d226ab816_000,unknown,ip_ua:203.0.113.32|Mozilla/5.0,203.0.113.32,17,63.0,4,0.23529411764705882,3.9375,3,Mozilla/5.0,human,False,0.0,human
sess_1808b940f626_000,unknown,ip_ua:203.0.113.33|Mozilla/5.0,203.0.113.33,16,83.0,10,0.625,5.533333333333333,4,Mozilla/5.0,human,False,0.0,human
sess_6f0d5595bd10_000,unknown,ip_ua:203.0.113.34|Mozilla/5.0,203.0.113.34,18,85.0,7,0.3888888888888889,5.0,3,Mozilla/5.0,human,False,0.0,human
sess_6bf6455c1483_000,unknown,ip_ua:203.0.113.35|Mozilla/5.0,203.0.113.35,20,107.0,8,0.4,5.631578947368421,4,Mozilla/5.0,human,False,0.1,human
sess_b28268a76831_000,unknown,ip_ua:203.0.113.36|Mozilla/5.0,203.0.113.36,13,61.0,7,0.5384615384615384,5.083333333333333,3,Mozilla/5.0,human,False,0.0,human
sess_202954396d83_000,unknown,ip_ua:203.0.113.37|Mozilla/5.0,203.0.113.37,11,61.0,5,0.45454545454545453,6.1,2,Mozilla/5.0,human,False,0.05,human
sess_d7fa7d1ecefd_000,unknown,ip_ua:203.0.113.38|Mozilla/5.0,203.0.113.38,22,99.0,5,0.22727272727272727,4.714285714285714,3,Mozilla/5.0,human,False,0.1,human
sess_dddb2f9a1267_000,unknown,ip_ua:203.0.113.39|Mozilla/5.0,203.0.113.39,13,57.0,4,0.3076923076923077,4.75,3,Mozilla/5.0,human,False,0.0,human
sess_bfdeb0fc9bc4_000,unknown,ip_ua:203.0.113.3|Mozilla/5.0,203.0.113.3,12,56.0,8,0.6666666666666666,5.090909090909091,4,Mozilla/5.0,human,False,0.0,human
sess_a53b2b7b87a4_000,unknown,ip_ua:203.0.113.40|Mozilla/5.0,203.0.113.40,15,64.0,5,0.3333333333333333,4.571428571428571,3,Mozilla/5.0,human,False,0.0,human
sess_c9518179c9f1_000,unknown,ip_ua:203.0.113.41|python-requests/2.x,203.0.113.41,35,21.0,35,1.0,0.6176470588235294,5,python-requests/2.x,bot,True,0.95,bot
sess_df5d4eafeeba_000,unknown,ip_ua:203.0.113.42|python-requests/2.x,203.0.113.42,34,18.0,34,1.0,0.5454545454545454,5,python-requests/2.x,bot,True,0.95,bot
sess_2f7de2b1ae88_000,unknown,ip_ua:203.0.113.43|python-requests/2.x,203.0.113.43,24,14.0,24,1.0,0.6086956521739131,5,python-requests/2.x,bot,True,0.95,bot
sess_0ee9f9ba16dd_000,unknown,ip_ua:203.0.113.44|python-requests/2.x,203.0.113.44,27,16.0,27,1.0,0.6153846153846154,5,python-requests/2.x,bot,True,0.95,bot
sess_de3ab8be306a_000,unknown,ip_ua:203.0.113.45|python-requests/2.x,203.0.113.45,28,16.0,28,1.0,0.5925925925925926,5,python-requests/2.x,bot,True,0.95,bot
sess_d427e9b84061_000,unknown,ip_ua:203.0.113.46|python-requests/2.x,203.0.113.46,33,20.0,33,1.0,0.625,5,python-requests/2.x,bot,True,0.95,bot
sess_96849a27183d_000,unknown,ip_ua:203.0.113.47|python-requests/2.x,203.0.113.47,18,11.0,18,1.0,0.6470588235294118,5,python-requests/2.x,bot,True,0.85,bot
sess_88756476b79d_000,unknown,ip_ua:203.0.113.48|python-requests/2.x,203.0.113.48,19,11.0,19,1.0,0.6111111111111112,5,python-requests/2.x,bot,True,0.85,bot
sess_27db069a5887_000,unknown,ip_ua:203.0.113.49|python-requests/2.x,203.0.113.49,20,11.0,20,1.0,0.5789473684210527,5,python-requests/2.x,bot,True,0.95,bot
sess_e827dc6c8af0_000,unknown,ip_ua:203.0.113.4|Mozilla/5.0,203.0.113.4,18,86.0,5,0.2777777777777778,5.0588235294117645,3,Mozilla/5.0,human,False,0.0,human
sess_afd904f9f3ea_000,unknown,ip_ua:203.0.113.50|python-requests/2.x,203.0.113.50,27,16.0,27,1.0,0.6153846153846154,5,python-requests/2.x,bot,True,0.95,bot
sess_c2042411006f_000,unknown,ip_ua:203.0.113.51|python-requests/2.x,203.0.113.51,25,15.0,25,1.0,0.625,5,python-requests/2.x,bot,True,0.95,bot
sess_ac4f6ed821ab_000,unknown,ip_ua:203.0.113.52|python-requests/2.x,203.0.113.52,22,14.0,22,1.0,0.6666666666666666,5,python-requests/2.x,bot,True,0.95,bot
sess_bb05b33ca707_000,unknown,ip_ua:203.0.113.53|python-requests/2.x,203.0.113.53,24,13.0,24,1.0,0.5652173913043478,5,python-requests/2.x,bot,True,0.95,bot
sess_05633bbe9f26_000,unknown,ip_ua:203.0.113.54|python-requests/2.x,203.0.113.54,20,11.0,20,1.0,0.5789473684210527,5,python-requests/2.x,bot,True,0.95,bot
sess_b6b1eb9386d6_000,unknown,ip_ua:203.0.113.55|python-requests/2.x,203.0.113.55,34,20.0,34,1.0,0.6060606060606061,5,python-requests/2.x,bot,True,0.95,bot
sess_aadd07ed576c_000,unknown,ip_ua:203.0.113.56|python-requests/2.x,203.0.113.56,30,18.0,30,1.0,0.6206896551724138,5,python-requests/2.x,bot,True,0.95,bot
sess_41bfe28e2cbb_000,unknown,ip_ua:203.0.113.57|python-requests/2.x,203.0.113.57,22,13.0,22,1.0,0.6190476190476191,5,python-requests/2.x,bot,True,0.95,bot
sess_ad27bcd526a2_000,unknown,ip_ua:203.0.113.58|python-requests/2.x,203.0.113.58,24,14.0,24,1.0,0.6086956521739131,5,python-requests/2.x,bot,True,0.95,bot
sess_2e0775164331_000,unknown,ip_ua:203.0.113.59|python-requests/2.x,203.0.113.59,19,11.0,19,1.0,0.6111111111111112,5,python-requests/2.x,bot,True,0.85,bot
sess_e61b5d684167_000,unknown,ip_ua:203.0.113.5|Mozilla/5.0,203.0.113.5,11,46.0,5,0.45454545454545453,4.6,3,Mozilla/5.0,human,False,0.0,human
sess_1d91c0ff4e02_000,unknown,ip_ua:203.0.113.60|python-requests/2.x,203.0.113.60,31,18.0,31,1.0,0.6,5,python-requests/2.x,bot,True,0.95,bot
sess_644a1414c2f4_000,unknown,ip_ua:203.0.113.61|python-requests/2.x,203.0.113.61,26,17.0,26,1.0,0.68,3,python-requests/2.x,bot,True,0.95,bot
sess_8883ff3f8e92_000,unknown,ip_ua:203.0.113.62|python-requests/2.x,203.0.113.62,35,26.0,35,1.0,0.7647058823529411,3,python-requests/2.x,bot,True,0.95,bot
sess_26de54492863_000,unknown,ip_ua:203.0.113.63|python-requests/2.x,203.0.113.63,32,22.0,32,1.0,0.7096774193548387,3,python-requests/2.x,bot,True,0.95,bot
sess_430fd1d657a9_000,unknown,ip_ua:203.0.113.64|python-requests/2.x,203.0.113.64,30,21.0,30,1.0,0.7241379310344828,3,python-requests/2.x,bot,True,0.95,bot
sess_c422b311fbfd_000,unknown,ip_ua:203.0.113.65|python-requests/2.x,203.0.113.65,31,20.0,31,1.0,0.6666666666666666,3,python-requests/2.x,bot,True,0.95,bot
sess_f2f08bbc9af7_000,unknown,ip_ua:203.0.113.66|python-requests/2.x,203.0.113.66,31,21.0,31,1.0,0.7,3,python-requests/2.x,bot,True,0.95,bot
sess_15f5d7c55456_000,unknown,ip_ua:203.0.113.67|python-requests/2.x,203.0.113.67,29,20.0,29,1.0,0.7142857142857143,3,python-requests/2.x,bot,True,0.95,bot
sess_ac28ca0ca987_000,unknown,ip_ua:203.0.113.68|python-requests/2.x,203.0.113.68,19,14.0,19,1.0,0.7777777777777778,3,python-requests/2.x,bot,True,0.85,bot
sess_e230b2ba76fa_000,unknown,ip_ua:203.0.113.69|python-requests/2.x,203.0.113.69,35,24.0,35,1.0,0.7058823529411765,3,python-requests/2.x,bot,True,0.95,bot
sess_adfcea6453c5_000,unknown,ip_ua:203.0.113.6|Mozilla/5.0,203.0.113.6,22,103.0,4,0.18181818181818182,4.904761904761905,2,Mozilla/5.0,human,False,0.15000000000000002,human
sess_5d5267f50f18_000,unknown,ip_ua:203.0.113.70|python-requests/2.x,203.0.113.70,22,15.0,22,1.0,0.7142857142857143,3,python-requests/2.x,bot,True,0.95,bot
sess_7043bf46ad95_000,unknown,ip_ua:203.0.113.71|python-requests/2.x,203.0.113.71,23,17.0,23,1.0,0.7727272727272727,3,python-requests/2.x,bot,True,0.95,bot
sess_32a4c8743de8_000,unknown,ip_ua:203.0.113.72|python-requests/2.x,203.0.113.72,25,19.0,25,1.0,0.7916666666666666,3,python-requests/2.x,bot,True,0.95,bot
sess_6e90bd2635ee_000,unknown,ip_ua:203.0.113.73|python-requests/2.x,203.0.113.73,23,15.0,23,1.0,0.6818181818181818,3,python-requests/2.x,bot,True,0.95,bot
sess_8e72be920036_000,unknown,ip_ua:203.0.113.74|python-requests/2.x,203.0.113.74,29,22.0,29,1.0,0.7857142857142857,3,python-requests/2.x,bot,True,0.95,bot
sess_cdefaf52bac0_000,unknown,ip_ua:203.0.113.75|python-requests/2.x,203.0.113.75,28,20.0,28,1.0,0.7407407407407407,3,python-requests/2.x,bot,True,0.95,bot
sess_fd5f9c2fd87c_000,unknown,ip_ua:203.0.113.76|python-requests/2.x,203.0.113.76,22,15.0,22,1.0,0.7142857142857143,3,python-requests/2.x,bot,True,0.95,bot
sess_a078d8f612b4_000,unknown,ip_ua:203.0.113.77|python-requests/2.x,203.0.113.77,23,16.0,23,1.0,0.7272727272727273,3,python-requests/2.x,bot,True,0.95,bot
sess_4980a1ecca2a_000,unknown,ip_ua:203.0.113.78|python-requests/2.x,203.0.113.78,28,20.0,28,1.0,0.7407407407407407,3,python-requests/2.x,bot,True,0.95,bot
sess_710bb4c7a63d_000,unknown,ip_ua:203.0.113.79|python-requests/2.x,203.0.113.79,20,14.0,20,1.0,0.7368421052631579,3,python-requests/2.x,bot,True,0.95,bot
sess_fc3920c25490_000,unknown,ip_ua:203.0.113.7|Mozilla/5.0,203.0.113.7,21,108.0,12,0.5714285714285714,5.4,5,Mozilla/5.0,human,False,0.1,human
sess_5747da51e7b3_000,unknown,ip_ua:203.0.113.80|python-requests/2.x,203.0.113.80,19,13.0,19,1.0,0.7222222222222222,3,python-requests/2.x,bot,True,0.85,bot
sess_48a5c1c2dfe1_000,unknown,ip_ua:203.0.113.81|python-requests/2.x,203.0.113.81,10,5.0,10,1.0,0.5555555555555556,2,python-requests/2.x,bot,True,0.9,bot
sess_85223dcc7fd2_000,unknown,ip_ua:203.0.113.82|python-requests/2.x,203.0.113.82,8,3.0,8,1.0,0.42857142857142855,2,python-requests/2.x,bot,True,0.85,bot
sess_92ebc1c27bae_000,unknown,ip_ua:203.0.113.83|python-requests/2.x,203.0.113.83,8,3.0,8,1.0,0.42857142857142855,2,python-requests/2.x,bot,True,0.85,bot
sess_b6d1f49d83ab_000,unknown,ip_ua:203.0.113.84|python-requests/2.x,203.0.113.84,8,3.0,8,1.0,0.42857142857142855,2,python-requests/2.x,bot,True,0.85,bot
sess_275731bca532_000,unknown,ip_ua:203.0.113.85|python-requests/2.x,203.0.113.85,11,5.0,11,1.0,0.5,2,python-requests/2.x,bot,True,0.9,bot
sess_24f5c11a90ad_000,unknown,ip_ua:203.0.113.86|python-requests/2.x,203.0.113.86,8,3.0,8,1.0,0.42857142857142855,2,python-requests/2.x,bot,True,0.85,bot
sess_1be19f17a129_000,unknown,ip_ua:203.0.113.87|python-requests/2.x,203.0.113.87,11,4.0,11,1.0,0.4,2,python-requests/2.x,bot,True,0.9,bot
sess_4a872719d584_000,unknown,ip_ua:203.0.113.88|python-requests/2.x,203.0.113.88,10,4.0,10,1.0,0.4444444444444444,2,python-requests/2.x,bot,True,0.9,bot
sess_ff90868a391c_000,unknown,ip_ua:203.0.113.89|python-requests/2.x,203.0.113.89,11,5.0,11,1.0,0.5,2,python-requests/2.x,bot,True,0.9,bot
sess_4b531cb00491_000,unknown,ip_ua:203.0.113.8|Mozilla/5.0,203.0.113.8,19,84.0,9,0.47368421052631576,4.666666666666667,4,Mozilla/5.0,human,False,0.0,human
sess_51001916ecb7_000,unknown,ip_ua:203.0.113.90|python-requests/2.x,203.0.113.90,8,3.0,8,1.0,0.42857142857142855,2,python-requests/2.x,bot,True,0.85,bot
sess_29c307e87b7b_000,unknown,ip_ua:203.0.113.91|python-requests/2.x,203.0.113.91,8,3.0,8,1.0,0.42857142857142855,2,python-requests/2.x,bot,True,0.85,bot
sess_d24766d4aa93_000,unknown,ip_ua:203.0.113.92|python-requests/2.x,203.0.113.92,9,4.0,9,1.0,0.5,2,python-requests/2.x,bot,True,0.85,bot
sess_6936f02e4165_000,unknown,ip_ua:203.0.113.93|python-requests/2.x,203.0.113.93,9,3.0,9,1.0,0.375,2,python-requests/2.x,bot,True,0.85,bot
sess_acc329b57bae_000,unknown,ip_ua:203.0.113.94|python-requests/2.x,203.0.113.94,8,3.0,8,1.0,0.42857142857142855,2,python-requests/2.x,bot,True,0.85,bot
sess_c6ea1cb91e8c_000,unknown,ip_ua:203.0.113.95|python-requests/2.x,203.0.113.95,10,4.0,10,1.0,0.4444444444444444,2,python-requests/2.x,bot,True,0.9,bot
sess_33c019512f64_000,unknown,ip_ua:203.0.113.96|python-requests/2.x,203.0.113.96,10,4.0,10,1.0,0.4444444444444444,2,python-requests/2.x,bot,True,0.9,bot
sess_34f27db2d9f4_000,unknown,ip_ua:203.0.113.97|python-requests/2.x,203.0.113.97,10,4.0,10,1.0,0.4444444444444444,2,python-requests/2.x,bot,True,0.9,bot
sess_f6981f9f46e1_000,unknown,ip_ua:203.0.113.98|python-requests/2.x,203.0.113.98,8,3.0,8,1.0,0.42857142857142855,2,python-requests/2.x,bot,True,0.85,bot
sess_3839b4666b55_000,unknown,ip_ua:203.0.113.99|python-requests/2.x,203.0.113.99,11,5.0,11,1.0,0.5,2,python-requests/2.x,bot,True,0.9,bot
sess_59424a607ed4_000,unknown,ip_ua:203.0.113.9|Mozilla/5.0,203.0.113.9,11,56.0,5,0.45454545454545453,5.6,2,Mozilla/5.0,human,False,0.05,human
